cve_id,datePublished,dateUpdated,descriptions,product_l,epss_l,percentile,priority_l,cweId,note_id,Note#,Title,Priority,CVSS,priority,epss,cvss,cvss_version,cvss_severity,kev,ransomware,kev_source,cpe,vendor,product,vector,sap_note_year
CVE-2025-0056,2025-01-14T00:08:42.677Z,2025-01-14T15:01:22.073Z,"SAP GUI for Java saves user input on the client PC to improve usability. An attacker with administrative privileges or access to the victim�s user directory on the Operating System level would be able to read this data. Depending on the user input provided in transactions, the disclosed data could range from non-critical data to highly sensitive data, causing high impact on confidentiality of the application.",SAP GUI for Java,0.00043,0.11433,B,CWE-497,['3502459'],CVE-2025-0056,"SAP GUI for Java saves user input on the client PC to improve usability. An attacker with administrative privileges or access to the victim&#65533;s user directory on the Operating System level would be able to read this data. Depending on the user input provided in transactions, the disclosed data could range from non-critical data to highly sensitive data, causing high impact on confidentiality of the application.",Medium,6.0,Priority 2,0.00043,6.0,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:N/A:N,2025
CVE-2025-0055,2025-01-14T00:08:31.394Z,2025-01-14T15:02:06.169Z,"SAP GUI for Windows stores user input on the client PC to improve usability. Under very specific circumstances an attacker with administrative privileges or access to the victim�s user directory on the Operating System level would be able to read this data. Depending on the user input provided in transactions, the disclosed data could range from non-critical data to highly sensitive data, causing high impact on confidentiality of the application.",SAP GUI for Windows,0.00043,0.11433,B,CWE-497,['3472837'],CVE-2025-0055,"SAP GUI for Windows stores user input on the client PC to improve usability. Under very specific circumstances an attacker with administrative privileges or access to the victim&#65533;s user directory on the Operating System level would be able to read this data. Depending on the user input provided in transactions, the disclosed data could range from non-critical data to highly sensitive data, causing high impact on confidentiality of the application.",Medium,6.0,Priority 2,0.00043,6.0,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:N/A:N,2025
CVE-2025-0053,2025-01-14T00:08:21.600Z,2025-01-14T15:01:44.276Z,"SAP NetWeaver Application Server for ABAP and ABAP Platform allows an attacker to gain unauthorized access to system information. By using a specific URL parameter, an unauthenticated attacker could retrieve details such as system configuration. This has a limited impact on the confidentiality of the application and may be leveraged to facilitate further attacks or exploits.",SAP NetWeaver Application Server for ABAP and ABAP Platform,0.00043,0.11433,D,CWE-209,['3536461'],CVE-2025-0053,"SAP NetWeaver Application Server for ABAP and ABAP Platform allows an attacker to gain unauthorized access to system information. By using a specific URL parameter, an unauthenticated attacker could retrieve details such as system configuration. This has a limited impact on the confidentiality of the application and may be leveraged to facilitate further attacks or exploits.",Medium,5.3,Priority 4,0.00043,5.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2025
CVE-2024-54198,2024-12-10T00:12:47.729Z,2024-12-10T21:28:02.565Z,"In certain conditions, SAP NetWeaver Application Server ABAP allows an authenticated attacker to craft a Remote Function Call (RFC) request to restricted destinations, which can be used to expose credentials for a remote service. These credentials can then be further exploited to completely compromise the remote service, potentially resulting in a significant impact on the confidentiality, integrity, and availability of the application.",SAP NetWeaver Application Server ABAP,0.00043,0.11433,B,CWE-914,['3469791'],CVE-2024-54198,"In certain conditions, SAP NetWeaver Application Server ABAP allows an authenticated attacker to craft a Remote Function Call (RFC) request to restricted destinations, which can be used to expose credentials for a remote service. These credentials can then be further exploited to completely compromise the remote service, potentially resulting in a significant impact on the confidentiality, integrity, and availability of the application.",High,8.5,Priority 2,0.00043,8.5,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,2024
CVE-2024-54197,2024-12-10T00:12:42.296Z,2024-12-10T21:28:24.296Z,SAP NetWeaver Administrator(System Overview) allows an authenticated attacker to enumerate accessible HTTP endpoints in the internal network by specially crafting HTTP requests. On successful exploitation this can result in Server-Side Request Forgery (SSRF) which could have a low impact on integrity and confidentiality of data. It has no impact on availability of the application.,SAP NetWeaver Administrator(System Overview),0.00043,0.11433,B,CWE-918,['3542543'],CVE-2024-54197,SAP NetWeaver Administrator(System Overview) allows an authenticated attacker to enumerate accessible HTTP endpoints in the internal network by specially crafting HTTP requests. On successful exploitation this can result in Server-Side Request Forgery (SSRF) which could have a low impact on integrity and confidentiality of data. It has no impact on availability of the application.,High,7.2,Priority 2,0.00043,7.2,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,2024
CVE-2024-47594,2024-10-08T03:21:40.168Z,2024-10-08T15:28:13.135Z,"SAP NetWeaver Enterprise Portal (KMC) does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting vulnerability in KMC servlet. An attacker could craft a script and trick the user into clicking it. When a victim who is registered on the portal clicks on such link, confidentiality and integrity of their web browser session could be compromised.",SAP NetWeaver Enterprise Portal (KMC),0.00045,0.16149,D,CWE-79,['3503462'],CVE-2024-47594,"SAP NetWeaver Enterprise Portal (KMC) does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting vulnerability in KMC servlet. An attacker could craft a script and trick the user into clicking it. When a victim who is registered on the portal clicks on such link, confidentiality and integrity of their web browser session could be compromised.",Medium,5.4,Priority 4,0.00045,5.4,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:netweaver_enterprise_portal:7.50:*:*:*:*:*:*:*,sap,netweaver_enterprise_portal,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,2024
CVE-2024-47593,2024-11-12T00:27:17.815Z,2024-11-12T14:49:44.745Z,"SAP NetWeaver Application Server ABAP allows an unauthenticated attacker with network access to read files from the server, which otherwise would be restricted.This attack is possible only if a Web Dispatcher or some sort of Proxy Server is in use and the file in question was previously opened or downloaded in an application based on SAP GUI for HTML Technology. This will not compromise the application's integrity or availability.",SAP NetWeaver Application Server ABAP,0.00043,0.11433,D,CWE-524,['3508947'],CVE-2024-47593,"SAP NetWeaver Application Server ABAP allows an unauthenticated attacker with network access to read files from the server, which otherwise would be restricted.This attack is possible only if a Web Dispatcher or some sort of Proxy Server is in use and the file in question was previously opened or downloaded in an application based on SAP GUI for HTML Technology. This will not compromise the application's integrity or availability.",Medium,4.3,Priority 4,0.00043,4.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:N,2024
CVE-2024-47592,2024-11-12T00:27:10.881Z,2024-11-12T01:40:11.797Z,SAP NetWeaver AS Java allows an unauthenticated attacker to brute force the login functionality in order to identify the legitimate user IDs. This has an impact on confidentiality but not on integrity or availability.,SAP NetWeaver Application Server Java (Logon Application),0.00043,0.11433,D,CWE-307,['3393899'],CVE-2024-47592,SAP NetWeaver AS Java allows an unauthenticated attacker to brute force the login functionality in order to identify the legitimate user IDs. This has an impact on confidentiality but not on integrity or availability.,Medium,5.3,Priority 4,0.00043,5.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2024
CVE-2024-47588,2024-11-12T00:26:10.765Z,2024-11-12T20:13:33.683Z,"In SAP NetWeaver Java (Software Update Manager 1.1), under certain conditions when a software upgrade encounters errors, credentials are written in plaintext to a log file. An attacker with local access to the server, authenticated as a non-administrative user, can acquire the credentials from the logs. This leads to a high impact on confidentiality, with no impact on integrity or availability.",SAP NetWeaver Java (Software Update Manager),0.00043,0.11433,D,CWE-522,['3522953'],CVE-2024-47588,"In SAP NetWeaver Java (Software Update Manager 1.1), under certain conditions when a software upgrade encounters errors, credentials are written in plaintext to a log file. An attacker with local access to the server, authenticated as a non-administrative user, can acquire the credentials from the logs. This leads to a high impact on confidentiality, with no impact on integrity or availability.",Medium,4.7,Priority 4,0.00043,4.7,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,2024
CVE-2024-47586,2024-11-12T00:25:56.315Z,2024-11-12T17:14:50.589Z,"SAP NetWeaver Application Server for ABAP and ABAP Platform allows an unauthenticated attacker to send a maliciously crafted http request which could cause a null pointer dereference in the kernel. This dereference will result in the system crashing and rebooting, causing the system to be temporarily unavailable. There is no impact on Confidentiality or Integrity.",SAP NetWeaver Application Server for ABAP and ABAP Platform,0.00043,0.11433,D,CWE-476,['3504390'],CVE-2024-47586,"SAP NetWeaver Application Server for ABAP and ABAP Platform allows an unauthenticated attacker to send a maliciously crafted http request which could cause a null pointer dereference in the kernel. This dereference will result in the system crashing and rebooting, causing the system to be temporarily unavailable. There is no impact on Confidentiality or Integrity.",Medium,5.3,Priority 4,0.00043,5.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2024
CVE-2024-47585,2024-12-10T00:12:29.987Z,2024-12-10T21:28:59.358Z,"SAP NetWeaver Application Server for ABAP and ABAP Platform allows an authenticated attacker to gain higher access levels than they should have by exploiting improper authorization checks, resulting in privilege escalation. While authorizations for import and export are distinguished, a single authorization is applied for both, which may contribute to these risks. On successful exploitation, this can result in potential security concerns. However, it has no impact on the integrity and availability of the application and may have only a low impact on data confidentiality.",SAP NetWeaver Application Server for ABAP and ABAP Platform,0.00043,0.11433,D,CWE-862,['3536361'],CVE-2024-47585,"SAP NetWeaver Application Server for ABAP and ABAP Platform allows an authenticated attacker to gain higher access levels than they should have by exploiting improper authorization checks, resulting in privilege escalation. While authorizations for import and export are distinguished, a single authorization is applied for both, which may contribute to these risks. On successful exploitation, this can result in potential security concerns. However, it has no impact on the integrity and availability of the application and may have only a low impact on data confidentiality.",Medium,4.3,Priority 4,0.00043,4.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2024
CVE-2024-47581,2024-12-10T00:12:17.567Z,2024-12-10T15:37:24.770Z,"SAP HCM Approve Timesheets Version 4 application does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.There is low impact on integrity of the application. Confidentiality and availibility are not impacted.",SAP HCM,0.00043,0.11433,D,CWE-862,['3522332'],CVE-2024-47581,"SAP HCM Approve Timesheets Version 4 application does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges.There is low impact on integrity of the application. Confidentiality and availibility are not impacted.",Medium,4.3,Priority 4,0.00043,4.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,2024
CVE-2024-47577,2024-12-10T00:11:49.563Z,2024-12-10T17:14:39.791Z,"Webservice API endpoints for Assisted Service Module within SAP Commerce Cloud has information disclosure vulnerability. When an authorized agent searches for customer to manage their accounts, the request url includes customer data and it is recorded in server logs. If an attacker impersonating as authorized admin visits such server logs, then they get access to the customer data. The amount of leaked confidential data however is extremely limited, and the attacker has no control over what data is leaked.",SAP Commerce Cloud,0.00043,0.11433,D,CWE-319,['3535451'],CVE-2024-47577,"Webservice API endpoints for Assisted Service Module within SAP Commerce Cloud has information disclosure vulnerability. When an authorized agent searches for customer to manage their accounts, the request url includes customer data and it is recorded in server logs. If an attacker impersonating as authorized admin visits such server logs, then they get access to the customer data. The amount of leaked confidential data however is extremely limited, and the attacker has no control over what data is leaked.",Low,2.7,Priority 4,0.00043,2.7,CVSS 3.1,LOW,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,2024
CVE-2024-47576,2024-12-10T00:11:43.031Z,2024-12-10T17:14:29.533Z,"SAP Product Lifecycle Costing Client (versions below 4.7.1) application loads on demand a DLL that is available with Windows OS. This DLL is loaded from the computer running SAP Product Lifecycle Costing Client application. That particular DLL could be replaced by a malicious one, that could execute commands as being part of SAP Product Lifecycle Costing Client Application. On a successful attack, it can cause a low impact to confidentiality but no impact to the integrity and availability of the application.",SAP Product Lifecycle Costing,0.00043,0.11433,D,CWE-427,['3504847'],CVE-2024-47576,"SAP Product Lifecycle Costing Client (versions below 4.7.1) application loads on demand a DLL that is available with Windows OS. This DLL is loaded from the computer running SAP Product Lifecycle Costing Client application. That particular DLL could be replaced by a malicious one, that could execute commands as being part of SAP Product Lifecycle Costing Client Application. On a successful attack, it can cause a low impact to confidentiality but no impact to the integrity and availability of the application.",Low,3.3,Priority 4,0.00043,3.3,CVSS 3.1,LOW,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2024
CVE-2024-45286,2024-09-10T03:56:36.139Z,2024-09-10T13:26:21.584Z,"Due to lack of proper authorization checks when calling user, a function module in obsolete Tobin interface in SAP Production and Revenue Accounting allows unauthorized access that could lead to disclosure of highly sensitive data. There is no impact on integrity or availability.",SAP Production and Revenue Accounting (Tobin interface),0.00043,0.11433,B,CWE-862,['3488341'],CVE-2024-45286,"Due to lack of proper authorization checks when calling user, a function module in obsolete Tobin interface in SAP Production and Revenue Accounting allows unauthorized access that could lead to disclosure of highly sensitive data. There is no impact on integrity or availability.",Medium,6.5,Priority 2,0.00043,6.5,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2024
CVE-2024-45285,2024-09-10T04:59:01.937Z,2024-09-10T13:41:26.018Z,"The RFC enabled function module allows a low privileged user to perform denial of service on any user and also change or delete favourite nodes. By sending a crafted packet in the function module targeting specific parameters, the specific targeted user will no longer have access to any functionality of SAP GUI. There is low impact on integrity and availability of the application.",SAP NetWeaver Application Server for ABAP and ABAP Platform,0.00043,0.11433,D,CWE-862,['3488039'],CVE-2024-45285,"The RFC enabled function module allows a low privileged user to perform denial of service on any user and also change or delete favourite nodes. By sending a crafted packet in the function module targeting specific parameters, the specific targeted user will no longer have access to any functionality of SAP GUI. There is low impact on integrity and availability of the application.",Medium,5.4,Priority 4,0.00043,5.4,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,2024
CVE-2024-45283,2024-09-10T04:52:30.209Z,2024-09-10T13:46:19.680Z,"SAP NetWeaver AS for Java allows an authorized attacker to obtain sensitive information. The attacker could obtain the username and password when creating an RFC destination. After successful exploitation, an attacker can read the sensitive information but cannot modify or delete the data.",SAP NetWeaver AS for Java (Destination Service),0.00043,0.11433,B,CWE-256,['3477359'],CVE-2024-45283,"SAP NetWeaver AS for Java allows an authorized attacker to obtain sensitive information. The attacker could obtain the username and password when creating an RFC destination. After successful exploitation, an attacker can read the sensitive information but cannot modify or delete the data.",Medium,6.0,Priority 2,0.00043,6.0,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:N/A:N,2024
CVE-2024-45281,2024-09-10T04:32:43.378Z,2024-09-16T16:17:11.239Z,SAP BusinessObjects Business Intelligence Platform allows a high privilege user to run client desktop applications even if some of the DLLs are not digitally signed or if the signature is broken. The attacker needs to have local access to the vulnerable system to perform DLL related tasks. This could result in a high impact on confidentiality and integrity of the application.,SAP BusinessObjects Business Intelligence Platform,0.00043,0.11433,D,CWE-426,['3425287'],CVE-2024-45281,SAP BusinessObjects Business Intelligence Platform allows a high privilege user to run client desktop applications even if some of the DLLs are not digitally signed or if the signature is broken. The attacker needs to have local access to the vulnerable system to perform DLL related tasks. This could result in a high impact on confidentiality and integrity of the application.,Medium,5.8,Priority 4,0.00043,5.8,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:N,2024
CVE-2024-45280,2024-09-10T04:31:10.299Z,2024-09-16T16:16:44.927Z,"Due to insufficient encoding of user-controlled inputs, SAP NetWeaver AS Java allows malicious scripts to be executed in the login application. This has a limited impact on confidentiality and integrity of the application. There is no impact on availability.",SAP NetWeaver AS Java (Logon Application),0.00043,0.11433,D,CWE-79,['3505503'],CVE-2024-45280,"Due to insufficient encoding of user-controlled inputs, SAP NetWeaver AS Java allows malicious scripts to be executed in the login application. This has a limited impact on confidentiality and integrity of the application. There is no impact on availability.",Medium,4.8,Priority 4,0.00043,4.8,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,2024
CVE-2024-45279,2024-09-10T04:29:45.830Z,2024-09-10T13:20:33.379Z,"Due to insufficient input validation, CRM Blueprint Application Builder Panel of SAP NetWeaver Application Server for ABAP allows an unauthenticated attacker to craft a URL link which could embed a malicious JavaScript. When a victim clicks on this link, the script will be executed in the victim's browser giving the attacker the ability to access and/or modify information with no effect on availability of the application.",SAP NetWeaver Application Server for ABAP (CRM Blueprint Application Builder Panel),0.00043,0.11433,B,CWE-79,['3501359'],CVE-2024-45279,"Due to insufficient input validation, CRM Blueprint Application Builder Panel of SAP NetWeaver Application Server for ABAP allows an unauthenticated attacker to craft a URL link which could embed a malicious JavaScript. When a victim clicks on this link, the script will be executed in the victim's browser giving the attacker the ability to access and/or modify information with no effect on availability of the application.",Medium,6.1,Priority 2,0.00043,6.1,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:::::::::::,,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2024
CVE-2024-45278,2024-10-08T03:21:25.904Z,2024-10-08T13:57:27.631Z,"SAP Commerce Backoffice does not sufficiently encode user controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability. After successful exploitation, an attacker can cause limited impact on confidentiality and integrity of the application.",SAP Commerce Backoffice,0.00045,0.16149,D,CWE-79,['3507545'],CVE-2024-45278,"SAP Commerce Backoffice does not sufficiently encode user controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability. After successful exploitation, an attacker can cause limited impact on confidentiality and integrity of the application.",Medium,5.4,Priority 4,0.00045,5.4,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:commerce_backoffice:2205:*:*:*:*:*:*:*,sap,commerce_backoffice,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,2024
