cve_id,datePublished,dateUpdated,descriptions,product_l,epss_l,percentile,priority_l,cweId,note_id,Note#,Title,Priority,CVSS,priority,epss,cvss,cvss_version,cvss_severity,kev,ransomware,kev_source,cpe,vendor,product,vector,sap_note_year
CVE-2021-21448,2021-01-12T14:40:29,2024-08-03T18:16:22.425Z,"SAP GUI for Windows, version - 7.60, allows an attacker to spoof logon credentials for Application Server ABAP backend systems in the client PCs memory. Under certain conditions the attacker can access information which would otherwise be restricted. The exploit can only be executed locally on the client PC and not via Network and the attacker needs at least user authorization of the Operating System user of the victim.",SAP GUI FOR WINDOWS,0.00044,0.14863,D,Information Disclosure,[],2992269,"[CVE-2021-21448] Information Disclosure in SAP GUI for Windows Product - SAP GUI FOR WINDOWS, Version - 7.60",Medium,5.3,Priority 2,0.00044,6.5,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:graphical_user_interface:7.60:*:*:*:*:windows:*:*,sap,graphical_user_interface,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2021
CVE-2021-21469,2021-01-12T14:44:32,2024-08-03T18:16:22.563Z,"When security guidelines for SAP NetWeaver Master Data Management running on windows have not been thoroughly reviewed, it might be possible for an external operator to try and set custom paths in the MDS server configuration. When no adequate protection has been enforced on any level (e.g., MDS Server password not set, network and OS configuration not properly secured, etc.), a malicious user might define UNC paths which could then be exploited to put the system at risk using a so-called SMB relay attack and obtain highly sensitive data, which leads to Information Disclosure.",SAP NetWeaver Master Data Management,0.00178,0.55549,D,CWE-200,[],2993032,"[CVE-2021-21469] Information Disclosure in SAP NetWeaver Master Data Management Product - SAP NetWeaver Master Data Management, Versions - 7.10, 7.10.750, 710",Medium,5.3,Priority 2,0.00178,7.5,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:a:sap:netweaver_master_data_management:7.10:*:*:*:*:*:*:*,sap,netweaver_master_data_management,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2021
CVE-2021-21449,2021-01-12T14:40:09,2024-08-03T18:16:22.509Z,"SAP 3D Visual Enterprise Viewer, version - 9, allows a user to open manipulated IFF file received from untrusted sources which results in crashing of the application and becoming temporarily unavailable until the user restarts the application, this is caused due to Improper Input Validation.",SAP 3D Visual Enterprise Viewer,0.00422,0.74218,D,CWE-119,[],3002617,"[Multiple CVEs] Improper Input Validation in SAP 3D Visual Enterprise Viewer CVEs - CVE-2021-21449, CVE-2021-21457, CVE-2021- 21458, CVE-2021-21459, CVE-2021-21450, CVE-2021- 21451, CVE-2021-21452, CVE-2021-21453, CVE-2021- 21454, CVE-2021-21455, CVE-2021-21456, CVE-2021- 21460, CVE-2021-21461, CVE-2021-21462, CVE-2021- 21463, CVE-2021-21464 Product - SAP 3D Visual Enterprise Viewer, Version - 9.0",Medium,4.3,Priority 2,0.00422,8.8,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:a:sap:3d_visual_enterprise_viewer:9:*:*:*:*:*:*:*,sap,3d_visual_enterprise_viewer,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2021
CVE-2021-21467,2021-01-12T14:41:45,2024-08-03T18:16:22.518Z,"SAP Banking Services (Generic Market Data) does not perform necessary authorization checks for an authenticated user, resulting in escalation of privileges. An unauthorized User is allowed to display restricted Business Partner Generic Market Data (GMD), due to improper authorization check.",SAP Banking Services (Generic Market Data),0.00054,0.25334,D,CWE-862,[],3008422,"[CVE-2021-21467] Missing Authorization check in SAP Banking Services (Generic Market Data) Product - SAP Banking Services (Generic Market Data), Versions - 400, 450, 500",Medium,4.3,Priority 4,0.00054,4.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:banking_services:-:*:*:*:*:*:*:*,sap,banking_services,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2021
CVE-2021-21470,2021-01-12T14:41:08,2024-08-03T18:16:22.407Z,"SAP EPM Add-in for Microsoft Office, version - 1010 and SAP EPM Add-in for SAP Analysis Office, version - 2.8, allows an authenticated attacker with user privileges to parse malicious XML files which could result in XXE-based attacks in applications that accept attacker-controlled XML configuration files. This occurs as logging service does not disable XML external entities when parsing configuration files and a successful exploit would result in limited impact on integrity and availability of the application.",SAP EPM Add-in for Microsoft Office,0.00047,0.19674,D,CWE-611,[],3000291,"[CVE-2021-21470] XML External Entity vulnerability in SAP EPM add-in Product - SAP EPM ADD-IN, Versions - 2.8, 1010",Low,3.6,Priority 4,0.00047,4.4,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:enterprise_performance_management:2.8:*:*:*:*:sap_analysis_office:*:*,sap,enterprise_performance_management,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,2021
CVE-2021-21477,2021-02-09T20:43:57,2024-08-03T18:16:22.468Z,"SAP Commerce Cloud, versions - 1808,1811,1905,2005,2011, enables certain users with required privileges to edit drools rules, an authenticated attacker with this privilege will be able to inject malicious code in the drools rules which when executed leads to Remote Code Execution vulnerability enabling the attacker to compromise the underlying host enabling him to impair confidentiality, integrity and availability of the application.",SAP Commerce,0.003,0.69411,D,CWE-94,[],3014121,"[CVE-2021-21477] Remote Code Execution vulnerability in SAP Commerce Product - SAP Commerce, Versions - 1808,1811,1905,2005,2011",Critical,9.9,Priority 2,0.003,9.9,CVSS 3.1,CRITICAL,,,VULNCHECK,cpe:2.3:a:sap:commerce:1808:*:*:*:*:*:*:*,sap,commerce,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,2021
CVE-2020-26832,2020-12-09T16:31:03,2024-08-04T16:03:22.474Z,"SAP AS ABAP (SAP Landscape Transformation), versions - 2011_1_620, 2011_1_640, 2011_1_700, 2011_1_710, 2011_1_730, 2011_1_731, 2011_1_752, 2020 and SAP S4 HANA (SAP Landscape Transformation), versions - 101, 102, 103, 104, 105, allows a high privileged user to execute a RFC function module to which access should be restricted, however due to missing authorization an attacker can get access to some sensitive internal information of vulnerable SAP system or to make vulnerable SAP systems completely unavailable.",SAP NetWeaver AS ABAP (SAP Landscape Transformation),0.00394,0.73354,D,CWE-862,[],2993132,"Update to security note released on December 2020 Patch Day: [CVE-2020-26832] Missing Authorization check in SAP NetWeaver AS ABAP and SAP S4 HANA (SAP Landscape Transformation) Product - SAP NetWeaver AS ABAP (SAP Landscape Transformation - DMIS), Versions - 2011_1_620, 2011_1_640, 2011_1_700, 2011_1_710, 2011_1_730, 2011_1_731, 2011_1_752, 2020 Product - SAP S4 HANA (SAP Landscape Transformation), Versions - 101, 102, 103, 104, 105",High,7.6,Priority 2,0.00394,7.6,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_abap:2011_1_620:*:*:*:*:*:*:*,sap,netweaver_application_server_abap,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:N/A:H,2021
CVE-2020-26832,2020-12-09T16:31:03,2024-08-04T16:03:22.474Z,"SAP AS ABAP (SAP Landscape Transformation), versions - 2011_1_620, 2011_1_640, 2011_1_700, 2011_1_710, 2011_1_730, 2011_1_731, 2011_1_752, 2020 and SAP S4 HANA (SAP Landscape Transformation), versions - 101, 102, 103, 104, 105, allows a high privileged user to execute a RFC function module to which access should be restricted, however due to missing authorization an attacker can get access to some sensitive internal information of vulnerable SAP system or to make vulnerable SAP systems completely unavailable.",SAP NetWeaver AS ABAP (SAP Landscape Transformation),0.00394,0.73354,D,CWE-862,[],2993132,"Update to Security Note released on December 2020 Patch Day: [CVE-2020-26832] Missing Authorization check in SAP NetWeaver AS ABAP and SAP S4 HANA (SAP Landscape Transformation) Product - SAP NetWeaver AS ABAP (SAP Landscape Transformation - DMIS), Versions - 2011_1_620, 2011_1_640, 2011_1_700, 2011_1_710, 2011_1_730, 2011_1_731, 2011_1_752, 2020 Product - SAP S4 HANA (SAP Landscape Transformation), Versions - 101, 102, 103, 104, 105",High,7.6,Priority 2,0.00394,7.6,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:a:sap:netweaver_application_server_abap:2011_1_620:*:*:*:*:*:*:*,sap,netweaver_application_server_abap,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:N/A:H,2021
CVE-2021-21472,2021-02-09T20:43:38,2024-08-03T18:16:22.534Z,"SAP Software Provisioning Manager 1.0 (SAP NetWeaver Master Data Management Server 7.1) does not have an option to set password during its installation, this allows an authenticated attacker to perform various security attacks like Directory Traversal, Password Brute force Attack, SMB Relay attack, Security Downgrade.",SAP Software Provisioning Manager 1.0 (SAP NetWeaver Master Data Management Server 7.1),0.00103,0.43334,D,CWE-306,['2998173'],2998173,"[CVE-2021-21472] Server password not set during installation of SAP NetWeaver Master Data Management 7.1 Product - SAP Software Provisioning Manager 1.0 (SAP NetWeaver Master Data Management Server 7.1), Version - 1.0",Medium,6.3,Priority 2,0.00103,8.8,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:a:sap:software_provisioning_manager:1.0:*:*:*:*:*:*:*,sap,software_provisioning_manager,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2021
CVE-2019-0337,2019-08-14T13:47:00,2024-08-04T17:44:16.510Z,"Java Proxy Runtime of SAP NetWeaver Process Integration, versions 7.10, 7.11, 7.30, 7.31, 7.40, 7.50, does not sufficiently encode user-controlled inputs and allows an attacker to execute malicious scripts in the url thereby resulting in Reflected Cross-Site Scripting (XSS) vulnerability",SAP NetWeaver Process Integration (Java Proxy Runtime),0.00084,0.38102,D,CWE-79,['2399801'],2789866,"Update to security note released on August 2019 Patch Day: [CVE-2019-0337] Cross-Site Scripting (XSS) vulnerability in Java Proxy Runtime of SAP NetWeaver Process Integration Product - SAP NetWeaver Process Integration (Java Proxy Runtime), Versions - 7.10, 7.11, 7.30, 7.31, 7.40, 7.50",Medium,6.1,Priority 2,0.00084,6.1,CVSS 3.0,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:netweaver_process_integration:7.10:*:*:*:*:*:*:*,sap,netweaver_process_integration,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2021
CVE-2021-21444,2021-02-09T20:44:22,2024-08-03T18:16:22.235Z,"SAP Business Objects BI Platform, versions - 410, 420, 430, allows multiple X-Frame-Options headers entries in the response headers, which may not be predictably treated by all user agents. This could, as a result, nullify the added X-Frame-Options header leading to Clickjacking attack.",SAP Business Objects Business Intelligence Platform (CMC and BI Launchpad),0.00084,0.38102,D,CWE-1021,[],2935791,"[CVE-2021-21444] Clickjacking vulnerability in SAP Business Objects Business Intelligence Platform (CMC and BI Launchpad) Product - SAP Business Objects Business Intelligence Platform (CMC and BI Launchpad), Versions - 410, 420, 430",Medium,5.4,Priority 2,0.00084,6.1,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:businessobjects_business_intelligence:410:*:*:*:*:*:*:*,sap,businessobjects_business_intelligence,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2021
CVE-2021-21476,2021-02-09T20:44:32,2024-08-03T18:16:22.644Z,"SAP UI5 versions before 1.38.49, 1.52.49, 1.60.34, 1.71.31, 1.78.18, 1.84.5, 1.85.4, 1.86.1 allows an unauthenticated attacker to redirect users to a malicious site due to Reverse Tabnabbing vulnerabilities.",SAP UI5,0.00071,0.33444,D,CWE-601,[],3014303,"[CVE-2021-21476] Reverse Tabnabbing vulnerability in SAPUI5 Product -  SAP UI5, Versions - 1.38.49, 1.52.49, 1.60.34, 1.71.31, 1.78.18, 1.84.5, 1.85.4, 1.86.1,",Medium,4.7,Priority 2,0.00071,6.1,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:ui5:*:*:*:*:*:*:*:*,sap,ui5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2021
CVE-2021-21478,2021-02-09T20:44:40,2024-08-03T18:16:22.606Z,SAP Web Dynpro ABAP allow an attacker to redirect users to a malicious site due to Reverse Tabnabbing vulnerabilities.,SAP NetWeaver AS ABAP (Web Dynpro ABAP),0.00084,0.38102,D,CWE-601,[],2974582,[CVE-2021-21478] Reverse Tabnabbing vulnerability within SAP Web Dynpro ABAP Applications Product - SAP Web Dynpro ABAP,Medium,4.7,Priority 2,0.00084,6.1,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:web_dynpro_abap:-:*:*:*:*:*:*:*,sap,web_dynpro_abap,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2021
CVE-2019-0388,2019-11-13T22:17:37,2024-08-04T17:51:26.312Z,"SAP UI5 HTTP Handler (corrected in SAP_UI versions 7.5, 7.51, 7.52, 7.53, 7.54 and SAP UI_700 version 2.0) allows an attacker to manipulate content due to insufficient URL validation.",SAP UI,0.0009,0.40312,D,CWE-290,['2888039'],2843016,"Update to security note released on November 2019 Patch Day: [CVE-2019-0388] Content spoofing vulnerability in UI5 HTTP Handler Product - SAP UI, Versions - 7.5, 7.51, 7.52, 7.53, 7.54 Product - SAP UI 700, Versions - 2.0",Medium,4.3,Priority 4,0.0009,5.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:ui:2.0:*:*:*:*:netweaver_7.0:*:*,sap,ui,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,2021
CVE-2019-0388,2019-11-13T22:17:37,2024-08-04T17:51:26.312Z,"SAP UI5 HTTP Handler (corrected in SAP_UI versions 7.5, 7.51, 7.52, 7.53, 7.54 and SAP UI_700 version 2.0) allows an attacker to manipulate content due to insufficient URL validation.",SAP UI,0.0009,0.40312,D,CWE-290,['2888039'],2843016,"Update to Security Note released on November 2019 Patch Day: [CVE-2019-0388] Content spoofing vulnerability in UI5 HTTP Handler Product - SAP UI, Versions - 7.5, 7.51, 7.52, 7.53, 7.54 Product - SAP UI 700, Versions - 2.0",Medium,4.3,Priority 4,0.0009,5.3,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:ui:2.0:*:*:*:*:netweaver_7.0:*:*,sap,ui,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,2021
CVE-2021-21474,2021-02-09T20:44:04,2024-08-03T18:16:22.595Z,"SAP HANA Database, versions - 1.0, 2.0, accepts SAML tokens with MD5 digest, an attacker who manages to obtain an MD5-digest signed SAML Assertion issued for an SAP HANA instance might be able to tamper with it and alter it in a way that the digest continues to be the same and without invalidating the digital signature, this allows them to impersonate as user in HANA database and be able to read the contents in the database.",SAP HANA Database,0.00065,0.3078,D,CWE-326,[],2992154,"[CVE-2021-21474] SAML Assertion Signature MD5 Digest Algorithm Vulnerability in SAP HANA Database Product - SAP HANA Database, Versions - 1.0, 2.0",Medium,4.1,Priority 2,0.00065,6.5,CVSS 3.1,MEDIUM,,,VULNCHECK,cpe:2.3:a:sap:hana_database:1.00:*:*:*:*:*:*:*,sap,hana_database,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N,2021
CVE-2021-21475,2021-02-09T20:43:48,2024-08-03T18:16:22.448Z,"Under specific circumstances SAP Master Data Management, versions - 710, 710.750, allows an unauthorized attacker to exploit insufficient validation of path information provided by users, thus characters representing 'traverse to parent directory' are passed through to the file APIs. Due to this Directory Traversal vulnerability the attacker could read content of arbitrary files on the remote server and expose sensitive data.",SAP NetWeaver Master Data Management Server,0.0034,0.71345,D,CWE-22,['3000897'],3000897,"[CVE-2021-21475] Directory Traversal vulnerability in SAP NetWeaver Master Data Management 7.1 Product - SAP NetWeaver Master Data Management Server, Versions - 710, 710.750",Medium,4.0,Priority 2,0.0034,7.5,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:a:sap:netweaver_master_data_management_server:710:*:*:*:*:*:*:*,sap,netweaver_master_data_management_server,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2021
CVE-2020-6207,2020-03-10T20:20:36,2024-08-04T08:55:22.109Z,"SAP Solution Manager (User Experience Monitoring), version- 7.2, due to Missing Authentication Check does not perform any authentication for a service resulting in complete compromise of all SMDAgents connected to the Solution Manager.",SAP Solution Manager (User Experience Monitoring),0.97305,0.99942,A+,CWE-306,[],2890213,"Update to security note released on March 2020 Patch Day: [CVE-2020-6207] Missing Authentication Check in SAP Solution Manager (User-Experience Monitoring) Product - SAP Solution Manager (User Experience Monitoring), Version - 7.2",Critical,10.0,Priority 1+,0.97305,9.8,CVSS 3.1,CRITICAL,True,UNKNOWN,VULNCHECK,cpe:2.3:a:sap:solution_manager:7.20:*:*:*:*:*:*:*,sap,solution_manager,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2021
CVE-2021-21480,2021-03-09T14:10:47,2024-08-03T18:16:22.592Z,"SAP MII allows users to create dashboards and save them as JSP through the SSCE (Self Service Composition Environment). An attacker can intercept a request to the server, inject malicious JSP code in the request and forward to server. When this dashboard is opened by users having at least SAP_XMII Developer role, malicious content in the dashboard gets executed, leading to remote code execution in the server, which allows privilege escalation. The malicious JSP code can contain certain OS commands, through which an attacker can read sensitive files in the server, modify files or even delete contents in the server thus compromising the confidentiality, integrity and availability of the server hosting the SAP MII application. Also, an attacker authenticated as a developer can use the application to upload and execute a file which will permit them to execute operating systems commands completely compromising the server hosting the application.",SAP Manufacturing Integration and Intelligence,0.0259,0.90084,D,CWE-94,[],3022622,"[CVE-2021-21480] Code Injection Vulnerability in SAP MII Product - SAP Manufacturing Integration and Intelligence, Versions - 15.1, 15.2, 15.3, 15.4",Critical,9.9,Priority 2,0.0259,8.8,CVSS 3.1,HIGH,,,VULNCHECK,cpe:2.3:a:sap:manufacturing_integration_and_intelligence:15.1:*:*:*:*:*:*:*,sap,manufacturing_integration_and_intelligence,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2021
